booking_id,booking_date,persona,user_id,source,destination_city,craft_interest,participants,price_per_person,status,gross_booking_value,artisan_payout,rating,repeat_customer,assigned_team
CRB5560,2026-07-11,Mark Thompson,u3615,Direct,Udaipur,Pottery,1,3000,Completed,3000,2400.0,4.5,Yes,Traveler Success
CRB5561,2026-07-11,Ananya Reddy,u3619,Direct,Khurja,Block Printing,12,2000,Completed,24000,19200.0,4.8,No,Revenue / Enterprise Team
CRB5562,2026-07-11,Ananya Reddy,u3633,Referral,Khurja,Block Printing,10,1800,Completed,18000,14400.0,4.5,No,Customer Success
CRB5563,2026-07-11,Rahul Mehta,u3636,Google Search,Bangalore,Block Printing,12,1800,No-show,21600,0,,No,Revenue / Enterprise Team
CRB5564,2026-07-11,Mark Thompson,u3640,Google Search,Khurja,Blue Pottery,1,2000,Completed,2000,1600.0,4.9,Yes,Customer Success
CRB5565,2026-07-11,Sofia Martinez,u3645,Travel Blog,Udaipur,Block Printing,1,2500,Completed,2500,2000.0,3.8,No,Revenue / Enterprise Team
CRB5566,2026-07-11,Sofia Martinez,u3646,Google Search,Jaipur,Weaving,2,3500,Completed,7000,5600.0,4.0,No,Customer Success
CRB5567,2026-07-11,Sofia Martinez,u3653,Instagram,Varanasi,Block Printing,1,1800,Completed,1800,1440.0,4.7,No,Customer Success
CRB5568,2026-07-11,Ananya Reddy,u3656,Instagram,Udaipur,Blue Pottery,4,3500,Completed,14000,11200.0,4.5,Yes,Customer Success
CRB5569,2026-07-11,Sofia Martinez,u3665,Google Search,Udaipur,Weaving,6,2500,Completed,15000,12000.0,3.9,No,Traveler Success
CRB5570,2026-07-12,Mark Thompson,u3676,Google Search,Udaipur,Block Printing,3,2500,Completed,7500,6000.0,4.9,No,Customer Success
CRB5571,2026-07-12,Mark Thompson,u3679,Referral,Varanasi,Warli Painting,3,2500,Completed,7500,6000.0,4.8,Yes,Traveler Success
CRB5572,2026-07-12,Sofia Martinez,u3682,Instagram,Jaipur,Pottery,12,2000,Completed,24000,19200.0,4.7,Yes,Customer Success
CRB5573,2026-07-12,Mark Thompson,u3687,Direct,Udaipur,Pottery,3,1500,Completed,4500,3600.0,5.0,No,Customer Success
CRB5574,2026-07-12,Rahul Mehta,u3691,Instagram,Udaipur,Weaving,6,2000,Completed,12000,9600.0,4.4,No,Revenue / Enterprise Team
CRB5575,2026-07-12,Sofia Martinez,u3699,Instagram,Varanasi,Blue Pottery,2,3500,Completed,7000,5600.0,4.7,No,Traveler Success
CRB5576,2026-07-12,Priya Sharma,u3704,Direct,Jaipur,Warli Painting,1,3500,Completed,3500,2800.0,4.0,Yes,Traveler Success
CRB5577,2026-07-12,Priya Sharma,u3711,Referral,Udaipur,Warli Painting,6,3500,Completed,21000,16800.0,3.8,No,Customer Success
CRB5578,2026-07-12,Priya Sharma,u3712,Google Search,Jaipur,Weaving,10,2200,Completed,22000,17600.0,4.9,No,Customer Success
CRB5579,2026-07-12,Ananya Reddy,u3713,Travel Blog,Udaipur,Weaving,6,2000,Completed,12000,9600.0,4.6,No,Traveler Success
CRB5580,2026-07-12,Sofia Martinez,u3731,Instagram,Bangalore,Warli Painting,10,1800,Completed,18000,14400.0,4.0,No,Revenue / Enterprise Team
CRB5581,2026-07-12,Rahul Mehta,u3733,Referral,Varanasi,Weaving,4,2000,Completed,8000,6400.0,4.2,No,Traveler Success
CRB5582,2026-07-12,Sofia Martinez,u3735,Instagram,Bangalore,Block Printing,3,3000,Completed,9000,7200.0,4.9,No,Traveler Success
CRB5583,2026-07-12,Ananya Reddy,u3741,Direct,Varanasi,Block Printing,1,1500,Completed,1500,1200.0,3.8,No,Traveler Success
CRB5584,2026-07-12,Mark Thompson,u3744,Travel Blog,Jaipur,Warli Painting,10,2500,Completed,25000,20000.0,4.9,Yes,Revenue / Enterprise Team
CRB5585,2026-07-12,Priya Sharma,u3766,Instagram,Bangalore,Block Printing,2,2200,Completed,4400,3520.0,3.9,No,Customer Success
CRB5586,2026-07-12,Rahul Mehta,u3769,Google Search,Varanasi,Weaving,1,1500,Completed,1500,1200.0,4.9,No,Traveler Success
CRB5587,2026-07-12,Rahul Mehta,u3771,Instagram,Jaipur,Weaving,2,2000,No-show,4000,0,,No,Customer Success
CRB5588,2026-07-12,Ananya Reddy,u3791,Travel Blog,Khurja,Weaving,1,1500,Completed,1500,1200.0,4.2,No,Traveler Success
CRB5589,2026-07-12,Ananya Reddy,u3792,Referral,Jaipur,Blue Pottery,2,3000,Cancelled,6000,0,,No,Traveler Success
CRB5590,2026-07-12,Rahul Mehta,u3796,Direct,Bangalore,Blue Pottery,2,1500,Completed,3000,2400.0,4.8,Yes,Customer Success
CRB5591,2026-07-12,Rahul Mehta,u3801,Travel Blog,Khurja,Block Printing,2,1500,Completed,3000,2400.0,4.9,No,Traveler Success
CRB5592,2026-07-12,Mark Thompson,u3804,Google Search,Jaipur,Warli Painting,2,2500,Completed,5000,4000.0,3.8,Yes,Customer Success
CRB5593,2026-07-12,Ananya Reddy,u3811,Google Search,Bangalore,Warli Painting,6,2000,Completed,12000,9600.0,5.0,No,Revenue / Enterprise Team
CRB5594,2026-07-12,Rahul Mehta,u3814,Google Search,Khurja,Pottery,4,3000,Completed,12000,9600.0,4.7,Yes,Traveler Success
CRB5595,2026-07-12,Ananya Reddy,u3815,Travel Blog,Varanasi,Warli Painting,2,3000,Completed,6000,4800.0,3.8,Yes,Customer Success
CRB5596,2026-07-12,Priya Sharma,u3822,Direct,Bangalore,Pottery,2,2500,Completed,5000,4000.0,4.8,No,Customer Success
CRB5597,2026-07-12,Priya Sharma,u3824,Direct,Khurja,Block Printing,4,1500,Completed,6000,4800.0,4.0,No,Traveler Success
CRB5598,2026-07-12,Mark Thompson,u3834,Travel Blog,Khurja,Blue Pottery,2,2000,Completed,4000,3200.0,4.0,No,Customer Success
CRB5599,2026-07-12,Sofia Martinez,u3837,Direct,Jaipur,Warli Painting,4,3500,Completed,14000,11200.0,4.5,No,Traveler Success
CRB5600,2026-07-12,Mark Thompson,u3840,Referral,Bangalore,Pottery,1,3500,Completed,3500,2800.0,4.6,No,Customer Success
CRB5601,2026-07-12,Rahul Mehta,u3846,Direct,Bangalore,Blue Pottery,4,1800,Completed,7200,5760.0,4.2,Yes,Revenue / Enterprise Team
CRB5602,2026-07-12,Priya Sharma,u3855,Referral,Varanasi,Pottery,3,3000,Completed,9000,7200.0,5.0,Yes,Revenue / Enterprise Team
CRB5603,2026-07-12,Priya Sharma,u3863,Google Search,Khurja,Blue Pottery,6,2200,Completed,13200,10560.0,3.9,Yes,Revenue / Enterprise Team
CRB5604,2026-07-12,Mark Thompson,u3865,Referral,Varanasi,Warli Painting,2,2200,Completed,4400,3520.0,4.0,No,Customer Success
CRB5605,2026-07-12,Priya Sharma,u3867,Google Search,Bangalore,Block Printing,2,2200,No-show,4400,0,,No,Traveler Success
CRB5606,2026-07-12,Rahul Mehta,u3869,Direct,Udaipur,Pottery,12,3500,Completed,42000,33600.0,4.2,No,Revenue / Enterprise Team
CRB5607,2026-07-12,Rahul Mehta,u3875,Instagram,Jaipur,Warli Painting,12,3500,No-show,42000,0,,No,Traveler Success
CRB5608,2026-07-12,Rahul Mehta,u3876,Travel Blog,Jaipur,Block Printing,6,3000,Completed,18000,14400.0,4.5,No,Revenue / Enterprise Team
CRB5609,2026-07-12,Priya Sharma,u3893,Referral,Udaipur,Block Printing,6,2000,Completed,12000,9600.0,4.0,No,Traveler Success
CRB5610,2026-07-12,Ananya Reddy,u3896,Instagram,Bangalore,Blue Pottery,12,2000,Completed,24000,19200.0,4.8,Yes,Customer Success
CRB5611,2026-07-12,Rahul Mehta,u3898,Travel Blog,Jaipur,Pottery,3,2500,Completed,7500,6000.0,4.9,No,Customer Success
CRB5612,2026-07-12,Sofia Martinez,u3908,Direct,Varanasi,Pottery,2,2000,Completed,4000,3200.0,4.4,No,Customer Success
CRB5613,2026-07-12,Priya Sharma,u3919,Referral,Khurja,Warli Painting,6,2500,Completed,15000,12000.0,4.2,No,Revenue / Enterprise Team
CRB5614,2026-07-13,Ananya Reddy,u3924,Referral,Varanasi,Pottery,4,2500,Completed,10000,8000.0,4.5,No,Revenue / Enterprise Team
CRB5615,2026-07-13,Priya Sharma,u3930,Direct,Varanasi,Block Printing,12,1800,Completed,21600,17280.0,4.8,No,Customer Success
CRB5616,2026-07-13,Mark Thompson,u3934,Direct,Udaipur,Weaving,3,2500,Completed,7500,6000.0,4.9,Yes,Traveler Success
CRB5617,2026-07-13,Priya Sharma,u3938,Instagram,Bangalore,Warli Painting,4,1800,Completed,7200,5760.0,4.3,Yes,Traveler Success
CRB5618,2026-07-13,Sofia Martinez,u3942,Referral,Udaipur,Pottery,12,3000,Completed,36000,28800.0,4.6,Yes,Traveler Success
CRB5619,2026-07-13,Ananya Reddy,u3950,Google Search,Bangalore,Pottery,2,1800,Completed,3600,2880.0,3.8,No,Customer Success
CRB5620,2026-07-13,Rahul Mehta,u3956,Direct,Varanasi,Blue Pottery,2,1500,Completed,3000,2400.0,3.9,Yes,Traveler Success
CRB5621,2026-07-13,Mark Thompson,u3957,Travel Blog,Khurja,Pottery,6,1500,Completed,9000,7200.0,4.3,No,Revenue / Enterprise Team
CRB5622,2026-07-13,Rahul Mehta,u3958,Instagram,Udaipur,Blue Pottery,2,2000,Completed,4000,3200.0,4.4,No,Traveler Success
CRB5623,2026-07-13,Rahul Mehta,u3963,Google Search,Udaipur,Warli Painting,2,1500,Completed,3000,2400.0,4.4,Yes,Traveler Success
CRB5624,2026-07-13,Ananya Reddy,u3969,Instagram,Udaipur,Block Printing,10,3000,Completed,30000,24000.0,4.3,Yes,Customer Success
CRB5625,2026-07-13,Ananya Reddy,u3970,Referral,Khurja,Pottery,4,2500,Completed,10000,8000.0,4.9,Yes,Revenue / Enterprise Team
CRB5626,2026-07-13,Rahul Mehta,u3973,Direct,Bangalore,Warli Painting,2,1500,Completed,3000,2400.0,4.3,No,Traveler Success
CRB5627,2026-07-13,Priya Sharma,u3978,Google Search,Khurja,Weaving,10,2000,Completed,20000,16000.0,4.5,No,Revenue / Enterprise Team
CRB5628,2026-07-13,Ananya Reddy,u3985,Referral,Jaipur,Pottery,1,1500,Completed,1500,1200.0,4.8,Yes,Revenue / Enterprise Team
CRB5629,2026-07-13,Priya Sharma,u3997,Google Search,Khurja,Block Printing,1,2000,Completed,2000,1600.0,4.1,No,Revenue / Enterprise Team
CRB5630,2026-07-13,Priya Sharma,u4002,Google Search,Jaipur,Warli Painting,10,1500,Completed,15000,12000.0,4.6,Yes,Customer Success
CRB5631,2026-07-13,Ananya Reddy,u4007,Direct,Khurja,Warli Painting,10,1800,Completed,18000,14400.0,4.9,No,Revenue / Enterprise Team
CRB5632,2026-07-13,Ananya Reddy,u4011,Travel Blog,Khurja,Blue Pottery,2,1500,No-show,3000,0,,No,Revenue / Enterprise Team
CRB5633,2026-07-13,Rahul Mehta,u4016,Instagram,Udaipur,Blue Pottery,6,3500,Completed,21000,16800.0,4.9,Yes,Revenue / Enterprise Team
CRB5634,2026-07-13,Rahul Mehta,u4025,Google Search,Varanasi,Weaving,1,3500,Completed,3500,2800.0,4.0,Yes,Customer Success
CRB5635,2026-07-13,Rahul Mehta,u4037,Google Search,Jaipur,Block Printing,10,2200,Completed,22000,17600.0,3.9,No,Customer Success
CRB5636,2026-07-13,Ananya Reddy,u4039,Instagram,Bangalore,Warli Painting,1,2000,Completed,2000,1600.0,4.4,No,Customer Success
CRB5637,2026-07-13,Sofia Martinez,u4045,Referral,Udaipur,Weaving,12,2500,Completed,30000,24000.0,4.2,Yes,Revenue / Enterprise Team
CRB5638,2026-07-13,Mark Thompson,u4047,Instagram,Jaipur,Block Printing,2,1500,Completed,3000,2400.0,4.2,No,Revenue / Enterprise Team
CRB5639,2026-07-13,Rahul Mehta,u4054,Google Search,Varanasi,Blue Pottery,10,2000,Completed,20000,16000.0,4.2,No,Revenue / Enterprise Team
CRB5640,2026-07-13,Rahul Mehta,u4061,Travel Blog,Udaipur,Pottery,3,2500,Completed,7500,6000.0,4.6,No,Traveler Success
CRB5641,2026-07-13,Rahul Mehta,u4073,Travel Blog,Jaipur,Block Printing,2,2200,Cancelled,4400,0,,No,Revenue / Enterprise Team
CRB5642,2026-07-13,Mark Thompson,u4076,Direct,Udaipur,Pottery,12,3000,Completed,36000,28800.0,4.6,No,Customer Success
CRB5643,2026-07-13,Rahul Mehta,u4078,Referral,Udaipur,Blue Pottery,2,3000,Completed,6000,4800.0,4.9,No,Revenue / Enterprise Team
CRB5644,2026-07-13,Rahul Mehta,u4085,Travel Blog,Bangalore,Weaving,4,3000,Cancelled,12000,0,,No,Revenue / Enterprise Team
CRB5645,2026-07-13,Rahul Mehta,u4091,Instagram,Khurja,Weaving,12,1500,Completed,18000,14400.0,4.7,No,Customer Success
CRB5646,2026-07-13,Rahul Mehta,u4092,Referral,Jaipur,Weaving,2,2500,No-show,5000,0,,Yes,Traveler Success
CRB5647,2026-07-13,Sofia Martinez,u4100,Instagram,Varanasi,Warli Painting,1,3500,Completed,3500,2800.0,4.0,Yes,Revenue / Enterprise Team
CRB5648,2026-07-13,Priya Sharma,u4104,Instagram,Khurja,Blue Pottery,2,3500,Completed,7000,5600.0,4.1,No,Customer Success
CRB5649,2026-07-13,Rahul Mehta,u4123,Google Search,Udaipur,Pottery,10,1800,Cancelled,18000,0,,Yes,Customer Success
CRB5650,2026-07-13,Mark Thompson,u4129,Referral,Bangalore,Warli Painting,6,1500,Completed,9000,7200.0,4.8,No,Traveler Success
CRB5651,2026-07-13,Priya Sharma,u4130,Travel Blog,Jaipur,Blue Pottery,10,3500,Completed,35000,28000.0,3.9,No,Customer Success
CRB5652,2026-07-13,Priya Sharma,u4133,Travel Blog,Varanasi,Warli Painting,12,2200,Completed,26400,21120.0,4.1,Yes,Revenue / Enterprise Team
CRB5653,2026-07-13,Mark Thompson,u4138,Referral,Udaipur,Blue Pottery,1,1500,Completed,1500,1200.0,4.5,Yes,Revenue / Enterprise Team
CRB5654,2026-07-13,Mark Thompson,u4143,Referral,Bangalore,Blue Pottery,12,3500,Completed,42000,33600.0,4.1,No,Traveler Success
CRB5655,2026-07-13,Ananya Reddy,u4146,Travel Blog,Khurja,Block Printing,2,1500,Cancelled,3000,0,,Yes,Traveler Success
CRB5656,2026-07-13,Ananya Reddy,u4151,Google Search,Varanasi,Warli Painting,12,1500,Completed,18000,14400.0,4.6,No,Traveler Success
CRB5657,2026-07-13,Sofia Martinez,u4155,Referral,Udaipur,Block Printing,2,2200,Completed,4400,3520.0,4.2,Yes,Traveler Success
CRB5658,2026-07-13,Priya Sharma,u4161,Travel Blog,Khurja,Blue Pottery,6,2000,Completed,12000,9600.0,4.4,No,Revenue / Enterprise Team
CRB5659,2026-07-13,Priya Sharma,u4167,Referral,Bangalore,Warli Painting,10,1800,Completed,18000,14400.0,3.9,No,Customer Success
CRB5660,2026-07-13,Rahul Mehta,u4169,Direct,Jaipur,Warli Painting,2,1500,Completed,3000,2400.0,4.3,No,Customer Success
CRB5661,2026-07-13,Sofia Martinez,u4173,Direct,Udaipur,Weaving,1,1800,Completed,1800,1440.0,4.7,No,Traveler Success
CRB5662,2026-07-13,Rahul Mehta,u4180,Travel Blog,Bangalore,Pottery,12,3000,Completed,36000,28800.0,4.9,No,Revenue / Enterprise Team
CRB5663,2026-07-13,Priya Sharma,u4185,Direct,Bangalore,Weaving,2,3000,Completed,6000,4800.0,3.9,Yes,Customer Success
CRB5664,2026-07-14,Rahul Mehta,u4192,Travel Blog,Udaipur,Blue Pottery,2,2000,Completed,4000,3200.0,4.8,Yes,Revenue / Enterprise Team
CRB5665,2026-07-14,Rahul Mehta,u4200,Google Search,Bangalore,Weaving,2,3000,Completed,6000,4800.0,4.2,Yes,Customer Success
CRB5666,2026-07-14,Ananya Reddy,u4202,Google Search,Jaipur,Weaving,3,2500,Completed,7500,6000.0,3.9,No,Traveler Success
CRB5667,2026-07-14,Sofia Martinez,u4203,Direct,Udaipur,Block Printing,4,2500,Completed,10000,8000.0,4.7,No,Traveler Success
CRB5668,2026-07-14,Ananya Reddy,u4206,Google Search,Varanasi,Blue Pottery,6,1800,Completed,10800,8640.0,4.7,No,Customer Success
CRB5669,2026-07-14,Ananya Reddy,u4208,Instagram,Udaipur,Blue Pottery,2,3000,Completed,6000,4800.0,4.6,No,Customer Success
CRB5670,2026-07-14,Priya Sharma,u4213,Direct,Varanasi,Blue Pottery,1,3000,Completed,3000,2400.0,4.3,No,Revenue / Enterprise Team
CRB5671,2026-07-14,Sofia Martinez,u4214,Direct,Udaipur,Weaving,4,3500,Completed,14000,11200.0,4.7,No,Traveler Success
CRB5672,2026-07-14,Mark Thompson,u4219,Google Search,Bangalore,Warli Painting,10,1800,Completed,18000,14400.0,4.5,No,Revenue / Enterprise Team
CRB5673,2026-07-14,Ananya Reddy,u4226,Direct,Udaipur,Block Printing,10,1500,No-show,15000,0,,No,Traveler Success
CRB5674,2026-07-14,Sofia Martinez,u4233,Referral,Bangalore,Block Printing,4,3500,No-show,14000,0,,No,Customer Success
CRB5675,2026-07-14,Priya Sharma,u4235,Google Search,Varanasi,Warli Painting,2,2500,Completed,5000,4000.0,4.3,No,Traveler Success
CRB5676,2026-07-14,Mark Thompson,u4249,Referral,Jaipur,Blue Pottery,6,3000,Completed,18000,14400.0,4.0,Yes,Revenue / Enterprise Team
CRB5677,2026-07-14,Priya Sharma,u4254,Referral,Bangalore,Weaving,2,3000,Completed,6000,4800.0,3.9,No,Traveler Success
CRB5678,2026-07-14,Mark Thompson,u4255,Instagram,Khurja,Block Printing,6,3500,Completed,21000,16800.0,4.3,No,Revenue / Enterprise Team
CRB5679,2026-07-14,Mark Thompson,u4256,Google Search,Khurja,Warli Painting,2,1500,Completed,3000,2400.0,4.9,No,Customer Success
CRB5680,2026-07-14,Rahul Mehta,u4259,Referral,Jaipur,Pottery,12,2000,Completed,24000,19200.0,4.5,No,Revenue / Enterprise Team
CRB5681,2026-07-14,Sofia Martinez,u4264,Instagram,Varanasi,Block Printing,12,1500,Completed,18000,14400.0,4.7,No,Customer Success
CRB5682,2026-07-14,Ananya Reddy,u4271,Instagram,Udaipur,Blue Pottery,10,3000,Completed,30000,24000.0,3.9,No,Traveler Success
CRB5683,2026-07-14,Priya Sharma,u4272,Direct,Udaipur,Blue Pottery,3,2500,Completed,7500,6000.0,4.4,No,Revenue / Enterprise Team
CRB5684,2026-07-14,Priya Sharma,u4282,Google Search,Bangalore,Weaving,10,3000,Completed,30000,24000.0,4.0,No,Traveler Success
CRB5685,2026-07-14,Sofia Martinez,u4283,Google Search,Udaipur,Block Printing,6,3000,Completed,18000,14400.0,3.9,Yes,Customer Success
CRB5686,2026-07-14,Ananya Reddy,u4286,Direct,Bangalore,Pottery,10,2500,Completed,25000,20000.0,4.8,Yes,Traveler Success
CRB5687,2026-07-14,Sofia Martinez,u4289,Instagram,Udaipur,Warli Painting,1,1800,Completed,1800,1440.0,4.9,Yes,Customer Success
CRB5688,2026-07-14,Priya Sharma,u4290,Instagram,Jaipur,Weaving,12,1800,Completed,21600,17280.0,4.5,No,Traveler Success
CRB5689,2026-07-14,Mark Thompson,u4291,Direct,Varanasi,Blue Pottery,3,2500,Completed,7500,6000.0,4.9,Yes,Traveler Success
CRB5690,2026-07-14,Rahul Mehta,u4293,Instagram,Bangalore,Pottery,2,3500,Completed,7000,5600.0,3.9,Yes,Customer Success
CRB5691,2026-07-14,Sofia Martinez,u4297,Google Search,Bangalore,Weaving,6,1500,Completed,9000,7200.0,4.8,No,Traveler Success
CRB5692,2026-07-14,Ananya Reddy,u4301,Referral,Varanasi,Pottery,1,2500,Completed,2500,2000.0,4.2,No,Traveler Success
CRB5693,2026-07-14,Priya Sharma,u4302,Google Search,Jaipur,Pottery,6,3000,Completed,18000,14400.0,5.0,No,Customer Success
CRB5694,2026-07-14,Priya Sharma,u4306,Travel Blog,Khurja,Warli Painting,6,2500,Completed,15000,12000.0,4.6,No,Customer Success
CRB5695,2026-07-14,Ananya Reddy,u4309,Direct,Khurja,Block Printing,3,1500,Completed,4500,3600.0,4.2,Yes,Traveler Success
CRB5696,2026-07-14,Ananya Reddy,u4310,Travel Blog,Khurja,Warli Painting,3,2200,Completed,6600,5280.0,3.9,No,Customer Success
CRB5697,2026-07-14,Priya Sharma,u4312,Travel Blog,Khurja,Blue Pottery,10,2000,Completed,20000,16000.0,4.0,No,Traveler Success
CRB5698,2026-07-14,Priya Sharma,u4314,Direct,Varanasi,Weaving,2,1500,Completed,3000,2400.0,4.2,No,Traveler Success
CRB5699,2026-07-14,Rahul Mehta,u4318,Google Search,Varanasi,Weaving,3,3000,Completed,9000,7200.0,4.6,Yes,Revenue / Enterprise Team
CRB5700,2026-07-14,Mark Thompson,u4327,Travel Blog,Khurja,Blue Pottery,10,2200,Completed,22000,17600.0,4.0,No,Revenue / Enterprise Team
CRB5701,2026-07-14,Sofia Martinez,u4333,Instagram,Khurja,Pottery,2,2500,Completed,5000,4000.0,4.6,No,Traveler Success
CRB5702,2026-07-14,Priya Sharma,u4335,Referral,Jaipur,Warli Painting,4,3000,Completed,12000,9600.0,4.5,Yes,Revenue / Enterprise Team
CRB5703,2026-07-14,Sofia Martinez,u4338,Instagram,Bangalore,Pottery,1,2500,Completed,2500,2000.0,3.8,No,Customer Success
CRB5704,2026-07-14,Ananya Reddy,u4341,Referral,Jaipur,Block Printing,4,2200,Completed,8800,7040.0,4.6,Yes,Traveler Success
CRB5705,2026-07-14,Sofia Martinez,u4345,Referral,Varanasi,Block Printing,12,3000,Completed,36000,28800.0,4.4,Yes,Customer Success
CRB5706,2026-07-14,Ananya Reddy,u4348,Referral,Jaipur,Warli Painting,12,2500,Completed,30000,24000.0,4.2,Yes,Traveler Success
CRB5707,2026-07-14,Ananya Reddy,u4349,Referral,Bangalore,Pottery,12,1800,Completed,21600,17280.0,4.7,No,Revenue / Enterprise Team
CRB5708,2026-07-14,Ananya Reddy,u4350,Referral,Udaipur,Warli Painting,4,3500,Completed,14000,11200.0,4.3,No,Revenue / Enterprise Team
CRB5709,2026-07-14,Mark Thompson,u4351,Direct,Jaipur,Weaving,4,1500,Completed,6000,4800.0,3.8,No,Revenue / Enterprise Team
CRB5710,2026-07-14,Priya Sharma,u4352,Referral,Varanasi,Blue Pottery,4,1800,Completed,7200,5760.0,3.8,No,Customer Success
CRB5711,2026-07-14,Rahul Mehta,u4353,Direct,Jaipur,Weaving,10,3000,Completed,30000,24000.0,4.4,No,Customer Success
CRB5712,2026-07-14,Rahul Mehta,u4355,Direct,Udaipur,Weaving,12,1800,Completed,21600,17280.0,4.1,Yes,Customer Success
CRB5713,2026-07-14,Mark Thompson,u4357,Direct,Bangalore,Block Printing,2,2500,Completed,5000,4000.0,4.4,Yes,Revenue / Enterprise Team
CRB5714,2026-07-14,Rahul Mehta,u4363,Instagram,Bangalore,Pottery,12,2500,Completed,30000,24000.0,4.5,No,Revenue / Enterprise Team
CRB5715,2026-07-14,Rahul Mehta,u4365,Direct,Jaipur,Blue Pottery,4,3000,Completed,12000,9600.0,4.6,No,Customer Success
CRB5716,2026-07-14,Priya Sharma,u4367,Referral,Bangalore,Pottery,4,3000,Completed,12000,9600.0,4.6,No,Revenue / Enterprise Team
CRB5717,2026-07-14,Priya Sharma,u4368,Travel Blog,Jaipur,Blue Pottery,2,2200,Completed,4400,3520.0,5.0,No,Traveler Success
CRB5718,2026-07-14,Rahul Mehta,u4374,Referral,Khurja,Blue Pottery,3,1500,Completed,4500,3600.0,4.2,Yes,Traveler Success
CRB5719,2026-07-14,Mark Thompson,u4377,Direct,Udaipur,Pottery,2,2000,Completed,4000,3200.0,4.7,No,Traveler Success
CRB5720,2026-07-14,Ananya Reddy,u4378,Google Search,Jaipur,Blue Pottery,1,2200,Completed,2200,1760.0,4.1,Yes,Customer Success
CRB5721,2026-07-14,Sofia Martinez,u4384,Google Search,Jaipur,Warli Painting,2,2200,Completed,4400,3520.0,4.0,No,Revenue / Enterprise Team
CRB5722,2026-07-14,Priya Sharma,u4389,Instagram,Bangalore,Blue Pottery,10,1800,Completed,18000,14400.0,4.0,No,Revenue / Enterprise Team
CRB5723,2026-07-14,Rahul Mehta,u4409,Google Search,Khurja,Block Printing,2,1800,No-show,3600,0,,No,Traveler Success
CRB5724,2026-07-14,Rahul Mehta,u4417,Referral,Jaipur,Pottery,4,2500,Completed,10000,8000.0,4.0,No,Revenue / Enterprise Team
CRB5725,2026-07-14,Ananya Reddy,u4422,Direct,Jaipur,Pottery,12,2000,Completed,24000,19200.0,4.5,Yes,Revenue / Enterprise Team
CRB5726,2026-07-14,Rahul Mehta,u4430,Direct,Jaipur,Weaving,12,3000,Completed,36000,28800.0,3.8,No,Customer Success
CRB5727,2026-07-14,Sofia Martinez,u4433,Referral,Udaipur,Weaving,2,3000,Completed,6000,4800.0,4.2,Yes,Traveler Success
CRB5728,2026-07-14,Sofia Martinez,u4438,Direct,Udaipur,Pottery,2,3500,Completed,7000,5600.0,4.1,No,Revenue / Enterprise Team
